scan_set,set_id,cohort,level,encoded_bytes,encoded_sha256,raw61_bytes,size_vs_raw61_pct,scope,scope_kind,scale,transform,valid_fraction,alignment_applied,candidate_channel_bias_max,candidate_clip_fraction,candidate_delta_e00_max,candidate_delta_e00_p95,candidate_detail_correlation,candidate_detail_energy_ratio,candidate_highpass_reference_rms,candidate_highpass_rmse,candidate_linear_mae,candidate_linear_rmse,candidate_patch_count,candidate_patch_size,candidate_reference_clip_fraction,candidate_structure_loss,raw61_channel_bias_max,raw61_clip_fraction,raw61_delta_e00_max,raw61_delta_e00_p95,raw61_detail_correlation,raw61_detail_energy_ratio,raw61_highpass_reference_rms,raw61_highpass_rmse,raw61_linear_mae,raw61_linear_rmse,raw61_patch_count,raw61_patch_size,raw61_reference_clip_fraction,raw61_structure_loss,run_id
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-02,native_crop,1,identity,0.9702555338541666,True,2.9908262797680602e-05,0.0,0.02172715788843744,0.018526424572804002,0.9996151426404312,0.9992666735463692,0.007334766844422834,0.00020349028316342458,0.0003832650753744713,0.0009645618394781597,144,64,0.0,0.02774325175968658,0.006107452781829951,0.0,2.186628616254683,1.5550914343842035,0.8390111459112629,1.0898426660944416,0.007334766844422834,0.004394601206330583,0.007397011111867701,0.014014462395953286,144,64,0.0,0.5991466803981811,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-02,native_crop,1,shadow_recovery_luma_p12,0.9702555338541666,True,3.3986427219540448e-06,0.8799870692667925,0.0011902632613062468,0.0005755345831134073,0.9991370293837396,0.9984228823149217,0.014685990176693723,0.0006100798811737003,0.00016944907080196456,0.0006184866807030245,144,64,0.8800045432305864,0.041541623944559146,0.01074942844280817,0.7880041238554554,1.3586148712526331,1.2141597349039746,0.24848565973773037,1.1123705290449413,0.014685990176693723,0.01906098927841245,0.012216101316750121,0.03269518964339731,144,64,0.8800045432305864,1.297902902635856,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-02,native_crop,1,highlight_separation_luma_p88_p998,0.9702555338541666,True,2.0302222409492007e-05,0.882003564688614,0.009399836138720516,0.0077202297803573,0.9993861059769011,0.9995832460938202,0.024456622435347762,0.0008568373517519879,0.00022379005264271242,0.0008631422212187692,144,64,0.8820000698958552,0.03503498302012381,0.015653529467201558,0.8846648493744321,6.254665651204773,5.19552840892403,0.786359372770646,0.9049550153345014,0.024456622435347762,0.015384437598979282,0.0163509807227191,0.051879155003120174,144,64,0.8820000698958552,0.6290499695797639,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-02,native_crop,1,negative_density_hard_print,0.9702555338541666,True,0.00019700114485060415,0.10654108711353416,0.034426130511592566,0.03192832747479431,0.9990698437683629,0.99799494368859,0.028265826914389936,0.0012192380749614011,0.0031576263418438403,0.0062604391267437835,144,64,0.10657021038652408,0.043134703918415895,0.04054581737024334,0.11349980196174367,6.72916461028657,5.180052453483015,0.40020571635650304,0.8892148036474423,0.028265826914389936,0.0293606339338287,0.04401551045993254,0.06225760629090831,144,64,0.10657021038652408,1.0387325310791244,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-02,native_crop,1,negative_density_hard_shadow_recovery,0.9702555338541666,True,0.00011480670167535948,0.10752079401691479,0.025292797880979365,0.019133903163368743,0.9993037561117984,0.9986831974379518,0.019824975459013388,0.0007397633466296696,0.0019845004385351224,0.0039032191644404425,144,64,0.10756622632277905,0.03731471689128057,0.026402461925048484,0.1158646117285245,5.694459570739251,4.164077352462901,0.6284223994508191,1.1007526103879381,0.019824975459013388,0.01804161115432834,0.027982504179730017,0.04021483956654267,144,64,0.10756622632277905,0.910044564323824,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-03,native_crop,1,identity,0.9779832628038194,True,2.2145980976646765e-05,0.0,0.02316552007126393,0.019078536283422667,0.9997273233166114,0.999445275796334,0.005007338727879313,0.0001169358120736468,0.00022046429530735246,0.0005690959796892995,144,64,0.0,0.023352886319150803,0.004952458589878437,0.0,1.7789592812702693,1.4908774689658129,0.7920659924921412,0.9238561591426272,0.005007338727879313,0.0031270785492075,0.00527146145376567,0.010370646037769065,144,64,0.0,0.6244991040444086,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-03,native_crop,1,shadow_recovery_luma_p12,0.9779832628038194,True,4.940196174848623e-06,0.8801119205045438,0.0013701848344761377,0.0007377019248025054,0.9992976508843493,0.9988176561430386,0.01748694208353633,0.0006553370845550159,0.00017976290061982322,0.0006629920594735299,144,64,0.8800009708098288,0.03747579659293348,0.009825767673519822,0.8108793110023959,1.1818338493502012,1.071771390475712,0.38842177627728697,1.0554633131396505,0.01748694208353633,0.01989267781900086,0.011582231511810766,0.03254760884877808,144,64,0.8800009708098288,1.1375732660388629,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-03,native_crop,1,highlight_separation_luma_p88_p998,0.9779832628038194,True,1.1908308114993872e-05,0.8820344706832768,0.018488418565373196,0.01178513850776798,0.9997932560511344,0.9997283912616618,0.014079017158216646,0.00028627376084803174,6.826243340120188e-05,0.00029022625679980027,144,64,0.8819997989036783,0.02033336259420351,0.006908665632965418,0.9230043790457633,5.74791507056736,4.453840921709733,0.8490309294128177,0.9284859484774982,0.014079017158216646,0.00752215981499317,0.007023315929754641,0.024904832506372463,144,64,0.8819997989036783,0.5342816000904699,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-03,native_crop,1,negative_density_hard_print,0.9779832628038194,True,0.0001896225056058867,0.06563367877983073,0.0332790278751499,0.03126614873989118,0.9994448656895994,0.9985502220627777,0.030588591243986107,0.0010194589467939857,0.00269240828015011,0.005418942420792582,144,64,0.0656394574097638,0.03332807773533595,0.03516552918769675,0.07836457838538145,3.5438177889773805,2.5243639115040013,0.4799205935255587,0.8159030381383989,0.030588591243986107,0.028736355077953208,0.0412925513455925,0.057755428775793864,144,64,0.0656394574097638,0.9394468299877308,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-03,native_crop,1,negative_density_hard_shadow_recovery,0.9779832628038194,True,0.00011683137347522052,0.06666400849689745,0.0231598712580003,0.019413511621372056,0.9995061662599724,0.9986681263098687,0.0182172866900856,0.0005726504843207698,0.0016657564376956538,0.003193372068560805,144,64,0.06669347950955612,0.03143445530955077,0.023480617687162583,0.08079449227223819,2.4662282643654185,1.9186163188864396,0.5413530432822619,0.9007791214341831,0.0182172866900856,0.016657842383525245,0.025829825211212114,0.03481800604925227,144,64,0.06669347950955612,0.914397553648368,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-04,native_crop,1,identity,0.97412109375,True,8.959945114469505e-05,0.0,0.022875927906309663,0.021929822855069434,0.9997565042483859,0.9996078531500691,0.01603960385341728,0.0003539466001254883,0.0009298711031095089,0.0017008828292468005,144,64,0.0,0.0220670412661145,0.017886207659147363,0.0,1.7767645636888811,1.6519158633376907,0.8712886039304737,1.02063846195936,0.01603960385341728,0.00822820029213829,0.01875102161745472,0.023206486496407795,144,64,0.0,0.5129927376844317,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-04,native_crop,1,shadow_recovery_luma_p12,0.97412109375,True,1.614386917604639e-05,0.8799202868281816,0.0015389607495341596,0.0010367589469112593,0.9987078596238894,0.9991360082585139,0.014138175404897587,0.0007185190481717524,0.000190920622272931,0.0007240656797577775,144,64,0.8799986076301866,0.05082120058595759,0.011708257303256007,0.8394406154274575,0.6038649111875913,0.5379171198096443,0.37824245843006987,1.2693223408562018,0.014138175404897587,0.018166075486929847,0.01185341232329964,0.03451219240458251,144,64,0.8799986076301866,1.2848953253640467,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-04,native_crop,1,highlight_separation_luma_p88_p998,0.97412109375,True,0.000139793976499395,0.8822594681147313,0.09367913094328881,0.06409461838844921,0.9972599814788308,0.995657999956978,0.05084075332513205,0.003761905069125591,0.0009817835971482607,0.0038108363495080637,144,64,0.8820001392369814,0.07399388921457961,0.04357071762876671,0.9992724867724868,37.826248165846856,31.536566746189393,0.003918416058416734,0.047944743453336505,0.05084075332513205,0.050889612309971126,0.043570717628766714,0.15154457330531249,144,64,0.8820001392369814,1.0009610200802221,verified-54c442b2d163eb21
adox_vlad_resolution_target,_DSC0001-_DSC0016,secondary_same_sequence_target,d003,386421982,223190af6fdab884aac0dd44603510dedb92ce662217f1b97117abf2904abfad,131670016,293.4775841448975,manual-04,native_crop,1,negative_density_hard_print,0.97412109375,True,5.748399522774395e-05,0.3624750533741762,0.04470373293166137,0.03474425015838204,0.9993059495455661,0.9995721720433259,0.03158761839877219,0.0011766928767159815,0.0017577746034301176,0.00557317548496149,144,64,0.3624147173489279,0.03725171242291947,0.037613792044940204,0.32458635013459575,15.466532953222208,12.60915051620872,0.6438012263172217,1.4069231383830252,0.03158761839877219,0.03413619180599644,0.029376057362945948,0.06420206427341413,144,64,0.3624147173489279,1.080682670502418,verified-54c442b2d163eb21
